node_id,node_type,label,query__1A4R,query__1E51,query__1F8A,query__1FB1,query__1HTI,query__1HVY,query__1LDJ,query__1OU5,query__1P9O,query__1Q5H,query__1Z5S,query__2J91,query__2OJW,query__2R3V,query__2VE7,query__2WFD,query__3BJU,query__3D4J,query__3ECR,query__3JUS,query__3R2W,query__3S4Y,query__3VBB,query__4JSN,query__4R3Z,query__6C90,query__6GWJ,query__6HKW,reference__1BVL-ASU0-VH_C-VL_D-Ag_A_B,reference__1CT8-ASU0-VH_B-VL_A-Ag_C_D,reference__1MWA-ASU0-VH_B-VL_A-Ag_H_I_P,reference__2IAM-ASU0-VH_D-VL_C-Ag_A_B_P,reference__2OTU-ASU0-VH_D-VL_C-Ag_G_H_Q,reference__3G6J-ASU0-VH_H-VL_G-Ag_C_D,reference__3H3B-ASU0-VH_D-VL_D-Ag_A_B,reference__3LRS-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__3STB-ASU0-VHH_A-Ag_C_D,reference__3STB-ASU0-VHH_B-Ag_C_D,reference__3ZHD-ASU1-VHH_F-Ag_A_B,reference__4C56-ASU0-VH_H-VL_G-Ag_E_I_K,reference__4DK3-ASU0-VHH_A-Ag_C_D,reference__4DK6-ASU0-VHH_B-Ag_C_D,reference__4DKF-ASU0-VH_H-VL_L-Ag_A_B,reference__4DKF-ASU0-VH_I-VL_M-Ag_A_B,reference__4KRM-ASU0-VHH_D-Ag_C_E,reference__4KRM-ASU0-VHH_L-Ag_I_K,reference__4MAY-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_H-VL_L-Ag_A_B,reference__4XVU-ASU0-VH_I-VL_J-Ag_G_H,reference__4XVU-ASU0-VH_K-VL_L-Ag_G_H,reference__5BOP-ASU0-VHH_A-Ag_B_D,reference__5BOP-ASU0-VHH_C-Ag_B_D,reference__5OCL-ASU0-VHH_G-Ag_F_H,reference__5OVW-ASU0-VHH_G-Ag_A_C,reference__5OVW-ASU0-VHH_J-Ag_B_D,reference__5TD8-ASU0-VHH_E-Ag_A_C,reference__5UDD-ASU0-VH_J-VL_P-Ag_A_E,reference__6BPE-ASU0-VH_B-VL_C-Ag_A_D,reference__6DO1-ASU0-VHH_E-Ag_A_B_C,reference__6GKD-ASU0-VHH_G-Ag_F_T,reference__6GKD-ASU0-VHH_H-Ag_F_I_M,reference__6GKD-ASU0-VHH_T-Ag_F_P_R,reference__6OAO-ASU0-VH_J-VL_J-Ag_I_K,reference__6OL7-ASU0-VH_C-VL_B-Ag_D_E,reference__6OL7-ASU0-VH_K-VL_J-Ag_F_I,reference__6SGE-ASU0-VHH_B-Ag_A_C,reference__6SGE-ASU0-VHH_D-Ag_A_C,reference__6TYL-ASU0-VHH_D-Ag_A_F,reference__6TYL-ASU0-VHH_I-Ag_A_F,reference__6V7Z-ASU0-VHH_F-Ag_A_B_C,reference__6X04-ASU0-VHH_F-Ag_B_E_K,reference__6X04-ASU0-VHH_L-Ag_E_H_K,reference__7E9G-ASU0-VHH_E-Ag_R_S,reference__7EO4-ASU0-VH_E-VL_E-Ag_B_C,reference__7F1O-ASU0-VHH_E-Ag_A_B,reference__7K7H-ASU0-VH_H-VL_L-Ag_A_C,reference__7K7I-ASU0-VH_J-VL_K-Ag_B_E,reference__7K7I-ASU0-VH_M-VL_N-Ag_A_C,reference__7K7I-ASU0-VH_P-VL_Q-Ag_C_D,reference__7KI1-ASU0-VHH_N-Ag_A_B,reference__7KQY-ASU0-VHH_A-Ag_B_D,reference__7LJB-ASU0-VH_E-VL_D-Ag_A_B,reference__7LJB-ASU0-VH_G-VL_F-Ag_A_B,reference__7M7E-ASU0-VH_C-VL_D-Ag_A_B,reference__7M7G-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__7N0I-ASU0-VHH_J-Ag_C_D,reference__7QHA-ASU0-VHH_C-Ag_A_B,reference__7SAJ-ASU0-VHH_J-Ag_E_I,reference__7T0W-ASU0-VH_G-VL_F-Ag_A_B,reference__7T0Z-ASU0-VH_H-VL_L-Ag_D_E,reference__7WU9-ASU0-VH_S-VL_S-Ag_A_B,reference__8CAF-ASU0-VH_B-VL_A-Ag_F_H,reference__8CAF-ASU0-VH_D-VL_C-Ag_E_G,reference__8DJK-ASU0-VH_H-VL_L-Ag_A_B,reference__8DJM-ASU0-VH_H-VL_L-Ag_A_B,reference__8G2Y-ASU0-VHH_N-Ag_A_B,reference__8H64-ASU0-VHH_D-Ag_C_E,reference__8H64-ASU0-VHH_H-Ag_A_G,reference__8I7W-ASU0-VH_E-VL_E-Ag_B_C,reference__8IM1-ASU0-VHH_H-Ag_C_G,reference__8J7U-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7U-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7V-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7V-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7W-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7W-ASU0-VH_F-VL_D-Ag_A_B,reference__8J80-ASU0-VH_E-VL_C-Ag_A_B,reference__8OQ3-ASU0-VHH_C-Ag_A_D,reference__8PMX-ASU0-VH_H-VL_L-Ag_A_B,reference__8RTF-ASU0-VHH_G-Ag_A_B,reference__8RTF-ASU0-VHH_I-Ag_C_D,reference__8RTF-ASU0-VHH_J-Ag_C_D,reference__8RTF-ASU2-VHH_G-Ag_A_F,reference__8RTF-ASU2-VHH_K-Ag_C_E,reference__8RVR-ASU0-VHH_G-Ag_A_B,reference__8RVR-ASU0-VHH_H-Ag_A_B,reference__8RVR-ASU0-VHH_I-Ag_C_D,reference__8RVR-ASU0-VHH_J-Ag_C_D,reference__8SFZ-ASU0-VHH_B-Ag_D_F,reference__8TEA-ASU0-VH_F-VL_I-Ag_C_D,reference__8TJN-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__8TJN-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__8TME-ASU0-VH_H-VL_L-Ag_A_B,reference__8TMH-ASU0-VH_F-VL_G-Ag_A_B,reference__8TMQ-ASU0-VH_H-VL_L-Ag_A_B,reference__8UIO-ASU0-VH_H-VL_L-Ag_A_B,reference__8W5F-ASU0-VH_H-VL_L-Ag_C_c,reference__8Y62-ASU0-VH_E-VL_E-Ag_A_B,reference__8YJ7-ASU0-VH_E-VL_E-Ag_B_C,reference__8ZBI-ASU0-VH_F-VL_F-Ag_B_C,reference__8ZRE-ASU0-VH_h-VL_l-Ag_A_B,reference__9BIF-ASU0-VH_G-VL_I-Ag_E_F,reference__9BIF-ASU0-VH_J-VL_K-Ag_E_F,reference__9C24-ASU0-VH_A-VL_B-Ag_C_D,reference__9C24-ASU0-VH_H-VL_L-Ag_C_D,reference__9E3L-ASU0-VH_G-VL_H-Ag_E_F,reference__9E7L-ASU0-VHH_S-Ag_G_T,reference__9G4E-ASU0-VH_C-VL_D-Ag_A_B,reference__9I5E-ASU0-VHH_N-Ag_A_B,reference__9JKS-ASU0-VH_S-VL_S-Ag_B_C,reference__9MGB-ASU0-VH_k-VL_k-Ag_J_L,reference__9PC6-ASU0-VH_J-VL_I-Ag_A_B_K_L,reference__9PXU-ASU0-VHH_K-Ag_H_L
reference__4PLK-ASU0-VH_H-VL_L-Ag_A_B,reference_antigen,4PLK-ASU0-VH_H-VL_L-Ag_A_B,0.00000,0.00000,0.00000,0.33950,0.00000,0.36850,0.00000,0.00000,0.00000,0.50100,0.00000,0.00000,0.00000,0.42020,0.41470,0.39160,0.48980,0.33230,0.00000,0.00000,0.36220,0.35360,0.40540,0.35080,0.36990,0.00000,0.00000,0.00000,0.46870,0.41170,0.37750,0.47890,0.42480,0.45930,0.00000,0.42450,0.51940,0.51940,0.43860,0.48670,0.62000,0.63690,0.00000,0.00000,0.00000,0.00000,0.41990,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.44000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35330,0.41710,0.40750,0.34890,0.00000,0.43730,0.43570,0.00000,0.00000,0.00000,0.00000,0.47440,0.40310,0.40310,0.36890,0.34250,0.35200,0.37370,0.38100,0.45510,0.45510,0.43510,0.36000,0.00000,0.00000,0.00000,0.42170,0.00000,0.00000,0.40630,0.43060,0.43490,0.35260,0.00000,0.41920,0.00000,0.00000,0.39290,0.00000,0.00000,0.35280,0.36930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95910,0.33020,0.34510,0.34510,0.33020,0.34360,0.33570,0.33570,0.34730,0.34730,0.35950,0.38960,0.40310,0.40530,0.39010,0.39470,0.39150,0.42370,0.00000,0.35950,0.00000,0.36150,0.00000,0.00000,0.00000,0.00000,0.00000,0.49300,0.42040,0.00000,0.00000,0.35750,0.00000,0.42360,0.36260
reference__4XVU-ASU0-VH_I-VL_J-Ag_G_H,reference_antigen,4XVU-ASU0-VH_I-VL_J-Ag_G_H,0.65660,0.46550,0.00000,0.40110,0.47110,0.00000,0.36100,0.39650,0.50680,0.00000,0.54360,0.00000,0.00000,0.32490,0.00000,0.00000,0.32650,0.00000,0.00000,0.35240,0.39370,0.47660,0.00000,0.46480,0.40790,0.44070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32910,0.39980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43820,0.43820,0.39690,0.45280,0.00000,0.00000,0.00000,1.00000,1.00000,0.61480,0.61480,0.00000,0.37920,0.36960,0.00000,0.28070,0.00000,0.00000,0.53310,0.53310,0.53310,0.32930,0.00000,0.00000,0.64570,0.64570,0.37020,0.37020,0.00000,0.00000,0.00000,0.42540,0.61820,0.56720,0.00000,0.00000,0.00000,0.00000,0.40830,0.00000,0.29740,0.29740,0.39020,0.60430,0.00000,0.40400,0.00000,0.31190,0.48050,0.00000,0.00000,0.00000,0.33340,0.38510,0.00000,0.00000,0.00000,0.00000,0.00000,0.35240,0.35240,0.35980,0.35980,0.35400,0.35400,0.34930,0.31090,0.00000,0.38090,0.41020,0.41020,0.43150,0.41020,0.00000,0.00000,0.41260,0.41260,0.00000,0.00000,0.60410,0.60410,0.38610,0.33250,0.46000,0.00000,0.00000,0.00000,0.38150,0.00000,0.00000,0.00000,0.00000,0.56490,0.56490,0.00000,0.44130,0.36220,0.44720,0.62480,0.54580,0.56520,0.00000
reference__4XVU-ASU0-VH_K-VL_L-Ag_G_H,reference_antigen,4XVU-ASU0-VH_K-VL_L-Ag_G_H,0.65660,0.46550,0.00000,0.40110,0.47110,0.00000,0.36100,0.39650,0.50680,0.00000,0.54360,0.00000,0.00000,0.32490,0.00000,0.00000,0.32650,0.00000,0.00000,0.35240,0.39370,0.47660,0.00000,0.46480,0.40790,0.44070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32910,0.39980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43820,0.43820,0.39690,0.45280,0.00000,0.00000,0.00000,1.00000,1.00000,0.61480,0.61480,0.00000,0.37920,0.36960,0.00000,0.28070,0.00000,0.00000,0.53310,0.53310,0.53310,0.32930,0.00000,0.00000,0.64570,0.64570,0.37020,0.37020,0.00000,0.00000,0.00000,0.42540,0.61820,0.56720,0.00000,0.00000,0.00000,0.00000,0.40830,0.00000,0.29740,0.29740,0.39020,0.60430,0.00000,0.40400,0.00000,0.31190,0.48050,0.00000,0.00000,0.00000,0.33340,0.38510,0.00000,0.00000,0.00000,0.00000,0.00000,0.35240,0.35240,0.35980,0.35980,0.35400,0.35400,0.34930,0.31090,0.00000,0.38090,0.41020,0.41020,0.43150,0.41020,0.00000,0.00000,0.41260,0.41260,0.00000,0.00000,0.60410,0.60410,0.38610,0.33250,0.46000,0.00000,0.00000,0.00000,0.38150,0.00000,0.00000,0.00000,0.00000,0.56490,0.56490,0.00000,0.44130,0.36220,0.44720,0.62480,0.54580,0.56520,0.00000
reference__5BOP-ASU0-VHH_A-Ag_B_D,reference_antigen,5BOP-ASU0-VHH_A-Ag_B_D,0.52760,0.55620,0.00000,0.39600,0.52560,0.39490,0.00000,0.00000,0.53910,0.00000,0.00000,0.39010,0.00000,0.44930,0.00000,0.00000,0.00000,0.34870,0.35630,0.00000,0.59360,0.60570,0.35260,0.39890,0.55300,0.50670,0.00000,0.52640,0.00000,0.00000,0.00000,0.00000,0.00000,0.41160,0.34290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36170,0.31180,0.31180,0.00000,0.40650,0.00000,0.00000,0.00000,0.61480,0.61480,1.00000,1.00000,0.00000,0.00000,0.44830,0.00000,0.36500,0.00000,0.00000,0.42300,0.42300,0.42560,0.00000,0.00000,0.00000,0.52790,0.52790,0.00000,0.00000,0.00000,0.00000,0.00000,0.52550,0.43650,0.43930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62600,0.37240,0.00000,0.00000,0.40550,0.39070,0.46550,0.00000,0.00000,0.00000,0.00000,0.59560,0.51650,0.48860,0.52180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38920,0.00000,0.60870,0.61410,0.61410,0.60870,0.56780,0.60780,0.60780,0.61940,0.61940,0.00000,0.00000,0.60530,0.60530,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53060,0.00000,0.31190,0.30360,0.30360,0.36310,0.36310,0.48770,0.29880,0.32530,0.64340,0.58260,0.38700,0.56660,0.00000
reference__5BOP-ASU0-VHH_C-Ag_B_D,reference_antigen,5BOP-ASU0-VHH_C-Ag_B_D,0.52760,0.55620,0.00000,0.39600,0.52560,0.39490,0.00000,0.00000,0.53910,0.00000,0.00000,0.39010,0.00000,0.44930,0.00000,0.00000,0.00000,0.34870,0.35630,0.00000,0.59360,0.60570,0.35260,0.39890,0.55300,0.50670,0.00000,0.52640,0.00000,0.00000,0.00000,0.00000,0.00000,0.41160,0.34290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36170,0.31180,0.31180,0.00000,0.40650,0.00000,0.00000,0.00000,0.61480,0.61480,1.00000,1.00000,0.00000,0.00000,0.44830,0.00000,0.36500,0.00000,0.00000,0.42300,0.42300,0.42560,0.00000,0.00000,0.00000,0.52790,0.52790,0.00000,0.00000,0.00000,0.00000,0.00000,0.52550,0.43650,0.43930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62600,0.37240,0.00000,0.00000,0.40550,0.39070,0.46550,0.00000,0.00000,0.00000,0.00000,0.59560,0.51650,0.48860,0.52180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38920,0.00000,0.60870,0.61410,0.61410,0.60870,0.56780,0.60780,0.60780,0.61940,0.61940,0.00000,0.00000,0.60530,0.60530,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53060,0.00000,0.31190,0.30360,0.30360,0.36310,0.36310,0.48770,0.29880,0.32530,0.64340,0.58260,0.38700,0.56660,0.00000
reference__5OCL-ASU0-VHH_G-Ag_F_H,reference_antigen,5OCL-ASU0-VHH_G-Ag_F_H,0.47670,0.00000,0.00000,0.43950,0.00000,0.00000,0.00000,0.32920,0.00000,0.50360,0.38550,0.00000,0.54450,0.00000,0.00000,0.37550,0.00000,0.00000,0.00000,0.00000,0.48750,0.40600,0.36930,0.37160,0.31630,0.41990,0.45820,0.00000,0.92010,0.93020,0.55130,0.70070,0.96510,0.72130,0.00000,0.94350,0.35130,0.35130,0.95610,0.70690,0.34740,0.35200,0.00000,0.00000,0.00000,0.00000,0.69330,0.44000,0.44000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95790,0.96290,0.94640,0.94470,0.00000,0.94870,0.93860,0.38820,0.38820,0.00000,0.00000,0.69860,0.92260,0.93100,0.42220,0.45360,0.47550,0.41780,0.43640,0.37780,0.37630,0.37820,0.93100,0.00000,0.00000,0.00000,0.94080,0.36260,0.00000,0.44230,0.52420,0.51750,0.40250,0.50780,0.50270,0.00000,0.00000,0.39930,0.45910,0.45890,0.40330,0.44250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63690,0.42180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53970,0.53970,0.59670,0.47190,0.93020,0.93090,0.48490,0.45620,0.46390,0.93860,0.00000,0.47080,0.00000,0.40920,0.00000,0.00000,0.00000,0.00000,0.00000,0.40510,0.94110,0.00000,0.00000,0.41060,0.00000,0.94390,0.93790
reference__5OVW-ASU0-VHH_G-Ag_A_C,reference_antigen,5OVW-ASU0-VHH_G-Ag_A_C,0.00000,0.43470,0.00000,0.00000,0.44560,0.00000,0.00000,0.00000,0.56620,0.00000,0.42200,0.00000,0.00000,0.00000,0.36260,0.00000,0.00000,0.36400,0.00000,0.00000,0.36040,0.38420,0.00000,0.00000,0.34360,0.00000,0.40980,0.00000,0.00000,0.00000,0.00000,0.29470,0.00000,0.35330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37920,0.37920,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.33260,0.00000,0.31550,0.31950,0.36150,0.00000,0.00000,0.00000,0.00000,0.00000,0.38860,0.38860,0.00000,0.00000,0.00000,0.52740,0.60910,0.41370,0.00000,0.00000,0.00000,0.00000,0.40290,0.00000,0.33250,0.33250,0.00000,0.00000,0.00000,0.00000,0.00000,0.31220,0.29890,0.52940,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29340,0.61100,0.00000,0.00000,0.00000,0.00000,0.00000,0.39090,0.39090,0.00000,0.36660,0.00000,0.42370,0.42560,0.42560,0.42370,0.50750,0.42340,0.42340,0.42770,0.42770,0.00000,0.32360,0.34500,0.34500,0.35730,0.00000,0.00000,0.00000,0.00000,0.56630,0.70690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43460,0.39980,0.00000,0.39580,0.00000
reference__5OVW-ASU0-VHH_J-Ag_B_D,reference_antigen,5OVW-ASU0-VHH_J-Ag_B_D,0.00000,0.43760,0.00000,0.31380,0.45670,0.00000,0.00000,0.00000,0.37990,0.00000,0.42090,0.00000,0.00000,0.00000,0.40250,0.00000,0.32440,0.00000,0.00000,0.34200,0.36210,0.38190,0.31990,0.00000,0.34330,0.42160,0.42710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45250,0.45250,0.32040,0.30770,0.37890,0.00000,0.00000,0.36960,0.36960,0.44830,0.44830,0.00000,1.00000,1.00000,0.00000,0.00000,0.33130,0.00000,0.31650,0.31650,0.36190,0.00000,0.00000,0.00000,0.00000,0.00000,0.38670,0.38670,0.00000,0.00000,0.00000,0.52820,0.60980,0.41070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41860,0.00000,0.00000,0.00000,0.54790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61090,0.00000,0.00000,0.00000,0.24620,0.24620,0.00000,0.00000,0.00000,0.35690,0.00000,0.42180,0.42500,0.42500,0.42180,0.42500,0.42260,0.42260,0.42650,0.42650,0.00000,0.31880,0.33820,0.33820,0.36010,0.00000,0.00000,0.00000,0.00000,0.56060,0.70090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43290,0.39310,0.00000,0.40070,0.00000
reference__5TD8-ASU0-VHH_E-Ag_A_C,reference_antigen,5TD8-ASU0-VHH_E-Ag_A_C,0.00000,0.31090,0.00000,0.00000,0.00000,0.37300,0.00000,0.30710,0.51620,0.36880,0.00000,0.51600,0.00000,0.48040,0.79160,0.00000,0.50180,0.00000,0.00000,0.37100,0.00000,0.00000,0.57540,0.45050,0.58290,0.37790,0.00000,0.00000,0.43820,0.33140,0.00000,0.00000,0.00000,0.00000,0.00000,0.43770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.42330,0.62360,0.47990,0.00000,0.00000,0.00000,0.43940,0.46280,0.00000,0.00000,0.00000,0.00000,0.00000,0.49210,0.48970,0.48970,0.36140,0.50210,0.55650,0.00000,0.38000,0.37320,0.38520,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36030,0.43140,0.00000,0.57470,0.33010,0.51860,0.00000,0.00000,0.42600,0.42170,0.00000,0.00000,0.00000,0.40230,0.00000,0.00000,0.00000,0.76800,0.76800,0.38610,0.38610,0.56680,0.00000,0.00000,0.35930,0.37060,0.37060,0.34040,0.00000,0.00000,0.00000,0.00000,0.00000,0.37870,0.00000,0.00000,0.00000,0.00000,0.46650,0.48030,0.43760,0.00000,0.43460,0.00000,0.67500,0.00000,0.45610,0.45610,0.00000,0.00000,0.59330,0.00000,0.62970,0.37270,0.43700,0.00000,0.41590,0.00000
reference__5UDD-ASU0-VH_J-VL_P-Ag_A_E,reference_antigen,5UDD-ASU0-VH_J-VL_P-Ag_A_E,0.33970,0.00000,0.41240,0.00000,0.00000,0.30590,0.00000,0.31170,0.32900,0.39980,0.37270,0.31060,0.35460,0.28790,0.41990,0.31140,0.26600,0.33760,0.00000,0.37010,0.32460,0.00000,0.34420,0.32240,0.00000,0.00000,0.78860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28660,0.00000,0.40860,0.42130,0.42130,0.00000,0.30310,0.00000,0.42140,0.39470,0.39470,0.00000,0.00000,0.00000,0.00000,0.00000,0.28070,0.28070,0.36500,0.36500,0.00000,0.00000,0.00000,0.42330,1.00000,0.00000,0.39010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33560,0.33560,0.00000,0.00000,0.32750,0.00000,0.00000,0.27910,0.41590,0.36050,0.00000,0.38430,0.34250,0.34250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47430,0.38460,0.00000,0.00000,0.00000,0.35550,0.44680,0.46130,0.34340,0.30630,0.32990,0.00000,0.00000,0.42820,0.00000,0.34900,0.34900,0.39530,0.39530,0.40070,0.40070,0.39760,0.31530,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46030,0.32700,0.45530,0.00000,0.00000,0.00000,0.44510,0.00000,0.37340,0.00000,0.50930,0.49010,0.44960,0.44960,0.35810,0.35810,0.37100,0.46470,0.00000,0.34710,0.37410,0.42850,0.40940,0.00000
reference__6BPE-ASU0-VH_B-VL_C-Ag_A_D,reference_antigen,6BPE-ASU0-VH_B-VL_C-Ag_A_D,0.00000,0.29950,0.00000,0.00000,0.00000,0.00000,0.00000,0.24830,0.00000,0.00000,0.00000,0.38790,0.00000,0.29800,0.58680,0.00000,0.28880,0.28750,0.00000,0.35020,0.00000,0.00000,0.36780,0.27440,0.30850,0.00000,0.00000,0.00000,0.00000,0.00000,0.33920,0.00000,0.00000,0.26800,0.00000,0.00000,0.00000,0.00000,0.00000,0.37810,0.00000,0.00000,0.53140,0.53140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33260,0.33130,0.62360,0.00000,1.00000,0.39800,0.28130,0.36980,0.35410,0.37170,0.00000,0.00000,0.00000,0.00000,0.30750,0.30750,0.00000,0.00000,0.00000,0.50690,0.00000,0.33640,0.00000,0.00000,0.00000,0.00000,0.39970,0.00000,0.42590,0.42590,0.28180,0.00000,0.00000,0.56530,0.00000,0.36460,0.47150,0.00000,0.00000,0.00000,0.53150,0.53700,0.30950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40240,0.40240,0.57510,0.57510,0.41420,0.34220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38040,0.29810,0.29810,0.00000,0.00000,0.00000,0.00000,0.00000,0.30500,0.34720,0.25430,0.00000,0.66270,0.66270,0.65440,0.65440,0.00000,0.66490,0.50660,0.00000,0.00000,0.00000,0.00000,0.00000
reference__6DO1-ASU0-VHH_E-Ag_A_B_C,reference_antigen,6DO1-ASU0-VHH_E-Ag_A_B_C,0.37610,0.30640,0.00000,0.44480,0.31730,0.00000,0.48220,0.34270,0.31480,0.48250,0.39300,0.53250,0.49920,0.33990,0.47740,0.00000,0.31270,0.00000,0.00000,0.35750,0.38800,0.31650,0.45740,0.42990,0.85020,0.40030,0.43690,0.00000,0.88070,0.88410,0.57060,0.54070,0.90690,0.65770,0.00000,0.87060,0.37960,0.37960,0.89310,0.64540,0.36490,0.33350,0.55920,0.55920,0.00000,0.00000,0.74120,0.35330,0.35330,0.00000,0.00000,0.00000,0.00000,0.95790,0.00000,0.00000,0.47990,0.39010,0.39800,1.00000,0.87980,0.94340,0.94090,0.44840,0.90320,0.91020,0.38010,0.38010,0.36310,0.36310,0.72090,0.95400,0.95710,0.72190,0.44430,0.37210,0.00000,0.39030,0.38820,0.39310,0.40060,0.90860,0.37830,0.37830,0.34080,0.89160,0.43090,0.57620,0.44530,0.43430,0.58430,0.00000,0.00000,0.00000,0.45440,0.47020,0.00000,0.42500,0.42360,0.34260,0.41380,0.44820,0.44820,0.61610,0.61610,0.58810,0.58810,0.57970,0.66140,0.39210,0.31200,0.30400,0.30400,0.31200,0.29070,0.31000,0.31000,0.32930,0.32930,0.41310,0.34100,0.89460,0.89340,0.43550,0.43300,0.43830,0.89700,0.00000,0.38680,0.00000,0.36820,0.54260,0.57560,0.57560,0.61280,0.61280,0.63520,0.95590,0.37760,0.43570,0.37960,0.45300,0.90010,0.86430
reference__6GKD-ASU0-VHH_G-Ag_F_T,reference_antigen,6GKD-ASU0-VHH_G-Ag_F_T,0.34550,0.42730,0.00000,0.47280,0.47100,0.00000,0.35090,0.00000,0.45850,0.50070,0.00000,0.00000,0.51970,0.41810,0.00000,0.37390,0.41950,0.00000,0.33930,0.38140,0.38750,0.44300,0.45250,0.39270,0.34040,0.43400,0.36730,0.38030,0.92190,0.91650,0.54900,0.69820,0.95350,0.70650,0.00000,0.91730,0.34650,0.34650,0.94650,0.64930,0.34410,0.37460,0.47740,0.47740,0.00000,0.00000,0.65400,0.41710,0.41710,0.53310,0.53310,0.42300,0.42300,0.96290,0.31550,0.31650,0.00000,0.00000,0.28130,0.87980,1.00000,1.00000,1.00000,0.00000,0.96380,0.92270,0.41850,0.41850,0.00000,0.00000,0.68150,0.89600,0.90010,0.38180,0.35370,0.37540,0.39290,0.38600,0.39510,0.39510,0.36520,0.92720,0.00000,0.00000,0.54970,0.93930,0.00000,0.46420,0.45270,0.52490,0.51790,0.37410,0.40120,0.00000,0.36880,0.00000,0.34700,0.45410,0.42980,0.50100,0.61700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35610,0.58940,0.40300,0.46910,0.41260,0.41260,0.46910,0.46600,0.47070,0.47070,0.36150,0.36150,0.45980,0.00000,0.92760,0.92570,0.43550,0.44600,0.44990,0.90170,0.41050,0.38420,0.37060,0.36430,0.41230,0.33680,0.33680,0.00000,0.00000,0.43160,0.91920,0.29580,0.41990,0.37030,0.43740,0.93750,0.91930
