Yeast_ORF,Human_ENSP,Human_Entrez,Human_Symbol,Human_GeneDescription,Final CompStatus,Final ToxStatus,Tet-down CompStatus,TS CompStatus,MM CompStatus,Tetrad CompStatus,Assay CompStatus,Lit CompStatus,Literature PMID,resolved_ensembl_gene_id,mapping_status,opentargets_status,ot_n_associated_diseases_total,ot_top_diseases,ot_top_datatypes,ot_top_datasources,disease_relevance_paragraph,opentargets_target_url,mapping_source_url,subcellular_localisation,opentargets_query_ok,notes
YOR341W,ENSP00000263857,25885,POLR1A,"polymerase (RNA) I polypeptide A, 194kDa",Complement,,Non complement,Complement,,,Complement,,,ENSG00000068654,OK,OK,62.0,"Choanal atresia-deafness-cardiac defects-dysmorphism syndrome (0.782); acrofacial dysostosis Cincinnati type (0.728); leukodystrophy, hypomyelinating, 27 (0.401)",genetic_association (2.349); genetic_literature (1.693),genomics_england (1.837); eva (1.484),POLR1A shows the strongest Open Targets disease associations with Choanal atresia-deafness-cardiac defects-dysmorphism syndrome (score 0.782) and acrofacial dysostosis Cincinnati type (score 0.728). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000068654,https://mygene.info/v3/gene/25885,DNA-directed RNA polymerase complex; chromatin; fibrillar center; nucleus; nucleoplasm,True,
YOR362C,ENSP00000216455,5684,PSMA3,"proteasome (prosome, macropain) subunit, alpha type, 3",Complement,,,,Complement,Non complement,Complement,,,ENSG00000100567,OK,OK,162.0,HIV infection (0.462); neurodegenerative disease (0.362); type 2 diabetes mellitus (0.277),affected_pathway (1.354); genetic_association (0.456),reactome (0.760); crispr_screen (0.594),PSMA3 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and neurodegenerative disease (score 0.362). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include reactome and crispr_screen.,https://platform.opentargets.org/target/ENSG00000100567,https://mygene.info/v3/gene/5684,proteasome complex; nucleus; nucleoplasm; cytoplasm; cytosol,True,
YPL028W,ENSP00000265838,38,ACAT1,acetyl-CoA acetyltransferase 1,Complement,,Complement,Non complement,Non complement,,Complement,,,ENSG00000075239,OK,OK,361.0,beta-ketothiolase deficiency (0.827); genetic disorder (0.469); Abnormality of the skeletal system (0.206),genetic_association (2.028); genetic_literature (0.715),eva (1.717); uniprot_variants (0.947),ACAT1 shows the strongest Open Targets disease associations with beta-ketothiolase deficiency (score 0.827) and genetic disorder (score 0.469). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000075239,https://mygene.info/v3/gene/38,mitochondrion; mitochondrial matrix; endoplasmic reticulum; extracellular exosome,True,
YPL043W,ENSP00000223073,55131,RBM28,RNA binding motif protein 28,Complement,,,Complement,Complement,,Complement,,,ENSG00000106344,OK,OK,38.0,ANE syndrome (0.657); neurodegenerative disease (0.472); microcephaly (0.111),genetic_association (0.944); affected_pathway (0.776),eva (0.999); crispr_screen (0.776),RBM28 shows the strongest Open Targets disease associations with ANE syndrome (score 0.657) and neurodegenerative disease (score 0.472). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include eva and crispr_screen.,https://platform.opentargets.org/target/ENSG00000106344,https://mygene.info/v3/gene/55131,spliceosomal complex; nucleolus,True,
YPL093W,ENSP00000354040,23560,GTPBP4,GTP binding protein 4,Complement,Toxic,Non complement,Complement,Non complement,,Complement,,,ENSG00000107937,OK,OK,215.0,gout (0.386); neurodegenerative disease (0.340); hepatocellular carcinoma (0.099),literature (0.830); genetic_association (0.635),europepmc (0.830); gwas_credible_sets (0.635),GTPBP4 shows the strongest Open Targets disease associations with gout (score 0.386) and neurodegenerative disease (score 0.340). Evidence is driven primarily by literature and genetic_association. Top contributing sources include europepmc and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000107937,https://mygene.info/v3/gene/23560,nucleus; nucleolus; cytoplasm; membrane; perinuclear region of cytoplasm,True,
YPL131W,ENSP00000359345,6125,RPL5,ribosomal protein L5,Complement,,,,Complement,Non complement,Complement,,,ENSG00000122406,OK,OK,254.0,Blackfan-Diamond anemia (0.835); Diamond-Blackfan anemia (0.754); inherited bone marrow failure syndrome (0.503),genetic_literature (2.632); genetic_association (1.751),genomics_england (2.729); eva (1.877),RPL5 shows the strongest Open Targets disease associations with Blackfan-Diamond anemia (score 0.835) and Diamond-Blackfan anemia (score 0.754). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000122406,https://mygene.info/v3/gene/6125,nucleus; nucleoplasm; nucleolus; cytoplasm; endoplasmic reticulum,True,
YPL160W,ENSP00000377954,51520,LARS,leucyl-tRNA synthetase,Complement,,,Complement,Non complement,,Complement,,,ENSG00000133706,OK,OK,164.0,infantile liver failure syndrome 1 (0.646); acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins (0.476); Acute infantile liver failure-multisystemic involvement syndrome (0.370),genetic_association (2.186); genetic_literature (0.608),eva (1.625); uniprot_variants (0.608),LARS shows the strongest Open Targets disease associations with infantile liver failure syndrome 1 (score 0.646) and acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins (score 0.476). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000133706,https://mygene.info/v3/gene/51520,cytoplasm; lysosome; endoplasmic reticulum; cytosol; endomembrane system,True,
YPL211W,ENSP00000254940,51388,NIP7,"NIP7, nucleolar pre-rRNA processing protein",Complement,,Non complement,Complement,Complement,Complement,Complement,,,ENSG00000132603,OK,OK,18.0,"neurodegenerative disease (0.471); COG8-congenital disorder of glycosylation (0.118); Ehlers-Danlos syndrome, musculocontractural type (0.074)",affected_pathway (0.775); literature (0.608),crispr_screen (0.775); europepmc (0.608),NIP7 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.471) and COG8-congenital disorder of glycosylation (score 0.118). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000132603,https://mygene.info/v3/gene/51388,"nucleus; nucleolus; preribosome, large subunit precursor",True,
YPL252C,ENSP00000377311,112812,FDX1L,ferredoxin 1-like,Complement,,Complement,,,,Complement,,,ENSG00000267673,OK,OK,161.0,Mitochondrial myopathy (0.752); congenital adrenal hyperplasia (0.370); rheumatoid arthritis (0.347),genetic_association (1.257); genetic_literature (0.886),genomics_england (0.955); eva (0.705),FDX1L shows the strongest Open Targets disease associations with Mitochondrial myopathy (score 0.752) and congenital adrenal hyperplasia (score 0.370). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000267673,https://mygene.info/v3/gene/112812,mitochondrion; mitochondrial matrix; iron-sulfur cluster assembly complex,True,
YPL266W,ENSP00000199320,27292,DIMT1,DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae),Complement,Toxic,Complement,Complement,Non complement,,Complement,,,ENSG00000086189,OK,OK,89.0,Alzheimer disease (0.461); neurodegenerative disease (0.461); lysosomal storage disease (0.451),affected_pathway (2.242); genetic_association (0.063),crispr_screen (2.242); gwas_credible_sets (0.063),DIMT1 shows the strongest Open Targets disease associations with Alzheimer disease (score 0.461) and neurodegenerative disease (score 0.461). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000086189,https://mygene.info/v3/gene/27292,nucleoplasm; nucleolus; small-subunit processome,True,
YPR016C,ENSP00000363559,3692,EIF6,eukaryotic translation initiation factor 6,Complement,,Complement,,,,Complement,Complement,10085284,ENSG00000242372,OK,OK,315.0,freckles (0.213); neurodegenerative disease (0.153); exstrophy-epispadias complex (0.118),genetic_association (0.544); affected_pathway (0.252),gwas_credible_sets (0.350); crispr_screen (0.252),EIF6 shows the strongest Open Targets disease associations with freckles (score 0.213) and neurodegenerative disease (score 0.153). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000242372,https://mygene.info/v3/gene/3692,nucleus; lamin filament; nucleoplasm; nucleolus; cytoplasm,True,
YPR025C,ENSP00000256897,902,CCNH,cyclin H,Complement,,,Complement,Non complement,,Complement,,,ENSG00000134480,OK,OK,167.0,capillary malformation-arteriovenous malformation 1 (0.692); basal cell carcinoma (0.640); HIV infection (0.593),genetic_association (1.795); somatic_mutation (1.584),eva (1.795); eva_somatic (1.584),CCNH shows the strongest Open Targets disease associations with capillary malformation-arteriovenous malformation 1 (score 0.692) and basal cell carcinoma (score 0.640). Evidence is driven primarily by genetic_association and somatic_mutation. Top contributing sources include eva and eva_somatic.,https://platform.opentargets.org/target/ENSG00000134480,https://mygene.info/v3/gene/902,cyclin-dependent protein kinase holoenzyme complex; transcription factor TFIIH core complex; nucleus; nucleoplasm; transcription factor TFIIH holo complex,True,
YPR035W,ENSP00000356537,2752,GLUL,glutamate-ammonia ligase,Complement,,,,Complement,Complement,Complement,,,ENSG00000135821,OK,OK,580.0,congenital brain dysgenesis due to glutamine synthetase deficiency (0.772); genetic developmental and epileptic encephalopathy (0.533); neurodegenerative disease (0.524),genetic_association (1.610); genetic_literature (1.097),eva (1.644); genomics_england (0.890),GLUL shows the strongest Open Targets disease associations with congenital brain dysgenesis due to glutamine synthetase deficiency (score 0.772) and genetic developmental and epileptic encephalopathy (score 0.533). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000135821,https://mygene.info/v3/gene/2752,nucleus; cytoplasm; mitochondrion; cytosol; plasma membrane,True,
YPR041W,ENSP00000216554,1983,EIF5,eukaryotic translation initiation factor 5,Complement,,,Complement,Complement,Complement,Complement,Complement,9150866,ENSG00000100664,OK,OK,66.0,knee fracture (0.199); Abnormality of the skeletal system (0.100); liver disease (0.100),genetic_association (0.656),gwas_credible_sets (0.656),EIF5 shows the strongest Open Targets disease associations with knee fracture (score 0.199) and Abnormality of the skeletal system (score 0.100). Evidence is driven primarily by genetic_association. Top contributing sources include gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000100664,https://mygene.info/v3/gene/1983,nucleus; cytoplasm; cytosol; synapse,True,
YPR082C,ENSP00000269601,10907,TXNL4A,thioredoxin-like 4A,Complement,,Non complement,,Complement,Complement,Complement,,,ENSG00000141759,OK,OK,45.0,Choanal atresia-deafness-cardiac defects-dysmorphism syndrome (0.764); choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome (0.747); Cleft palate (0.370),genetic_literature (2.203); genetic_association (1.709),genomics_england (2.363); eva (1.764),TXNL4A shows the strongest Open Targets disease associations with Choanal atresia-deafness-cardiac defects-dysmorphism syndrome (score 0.764) and choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome (score 0.747). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000141759,https://mygene.info/v3/gene/10907,nucleus; nucleoplasm; spliceosomal complex; U5 snRNP; U4/U6 x U5 tri-snRNP complex,True,
YPR108W,ENSP00000418695,9861,PSMD6,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",Complement,Toxic,,Complement,Complement,Complement,Complement,,,ENSG00000163636,OK,OK,69.0,type 2 diabetes mellitus (0.521); HIV infection (0.462); Benign Thyroid Gland Neoplasm (0.301),genetic_association (1.345); affected_pathway (0.760),gwas_credible_sets (1.345); reactome (0.760),PSMD6 shows the strongest Open Targets disease associations with type 2 diabetes mellitus (score 0.521) and HIV infection (score 0.462). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and reactome.,https://platform.opentargets.org/target/ENSG00000163636,https://mygene.info/v3/gene/9861,proteasome complex; extracellular region; nucleoplasm; cytosol; proteasome regulatory particle,True,
YPR113W,ENSP00000455042,10423,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,Complement,,,,Complement,Complement,Complement,,,ENSG00000103502,OK,OK,65.0,neurodegenerative disease (0.220); colorectal carcinoma (0.153); pyogenic granuloma (0.092),affected_pathway (0.615); genetic_association (0.152),crispr_screen (0.362); crispr (0.252),CDIPT shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.220) and colorectal carcinoma (score 0.153). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and crispr.,https://platform.opentargets.org/target/ENSG00000103502,https://mygene.info/v3/gene/10423,endoplasmic reticulum membrane; Golgi apparatus; plasma membrane; membrane,True,
YPR176C,ENSP00000317473,5876,RABGGTB,"Rab geranylgeranyltransferase, beta subunit",Complement,,,Complement,Complement,,Complement,,,ENSG00000137955,OK,OK,30.0,neurodegenerative disease (0.525); neuroinflammatory disorder (0.356); skin disease (0.064),affected_pathway (1.448); genetic_association (0.106),crispr_screen (1.448); gwas_credible_sets (0.106),RABGGTB shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.525) and neuroinflammatory disorder (score 0.356). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000137955,https://mygene.info/v3/gene/5876,cytoplasm; cytosol; plasma membrane; Rab-protein geranylgeranyltransferase complex,True,
YPR182W,ENSP00000266735,6636,SNRPF,small nuclear ribonucleoprotein polypeptide F,Complement,,,,Complement,,Complement,,,ENSG00000139343,OK,OK,60.0,neurodegenerative disease (0.515); ovarian neoplasm (0.295); chronic obstructive pulmonary disease (0.278),genetic_association (0.943); affected_pathway (0.847),gwas_credible_sets (0.943); crispr_screen (0.847),SNRPF shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.515) and ovarian neoplasm (score 0.295). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000139343,https://mygene.info/v3/gene/6636,nucleus; nucleoplasm; spliceosomal complex; U5 snRNP; U7 snRNP,True,
YPR183W,ENSP00000360640,8813,DPM1,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",Complement,,Complement,Complement,Complement,,Complement,Non complement,9223280,ENSG00000000419,OK,OK,69.0,congenital disorder of glycosylation type 1E (0.812); DPM1-CDG (0.772); congenital disorder of glycosylation (0.568),genetic_literature (2.412); genetic_association (1.889),genomics_england (2.625); uniprot_variants (1.655),DPM1 shows the strongest Open Targets disease associations with congenital disorder of glycosylation type 1E (score 0.812) and DPM1-CDG (score 0.772). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000000419,https://mygene.info/v3/gene/8813,nucleus; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; dolichol-phosphate-mannose synthase complex,True,
YPR187W,ENSP00000385725,5435,POLR2F,polymerase (RNA) II (DNA directed) polypeptide F,Complement,,,,Complement,,Complement,Complement,7651387,ENSG00000100142,OK,OK,70.0,HIV infection (0.600); PCWH syndrome (0.557); Waardenburg-Shah syndrome (0.556),genetic_association (1.830); affected_pathway (0.987),eva (1.830); reactome (0.987),POLR2F shows the strongest Open Targets disease associations with HIV infection (score 0.600) and PCWH syndrome (score 0.557). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include eva and reactome.,https://platform.opentargets.org/target/ENSG00000100142,https://mygene.info/v3/gene/5435,"DNA-directed RNA polymerase complex; fibrillar center; nucleus; nucleoplasm; RNA polymerase II, core complex",True,
YNR038W,ENSP00000380495,317781,DDX51,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,Complement,,Complement,,Non complement,,Complement,,,ENSG00000185163,OK,OK,22.0,neurodegenerative disease (0.443); deficiency anemia (0.131); Alzheimer disease (0.095),affected_pathway (0.729); genetic_association (0.371),crispr_screen (0.729); gwas_credible_sets (0.371),DDX51 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.443) and deficiency anemia (score 0.131). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000185163,https://mygene.info/v3/gene/317781,nucleus; nucleolus; membrane,True,
YAL035W,ENSP00000289371,9669,EIF5B,eukaryotic translation initiation factor 5B,Complement,Toxic,,,,,,Complement,10200264,ENSG00000158417,OK,OK,56.0,neurodegenerative disease (0.462); uterine fibroid (0.343); nutritional deficiency disease (0.306),genetic_association (1.068); affected_pathway (0.760),gwas_credible_sets (1.068); crispr_screen (0.760),EIF5B shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.462) and uterine fibroid (score 0.343). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000158417,https://mygene.info/v3/gene/9669,nucleus; cytoplasm; cytosol; synapse,True,
YGL040C,ENSP00000386284,210,ALAD,aminolevulinate dehydratase,Complement,,,,,,,Complement,2178784,ENSG00000148218,OK,OK,151.0,porphyria due to ALA dehydratase deficiency (0.754); Acute hepatic porphyria (0.723); neurodegenerative disease (0.236),genetic_association (1.688); genetic_literature (1.520),genomics_england (1.840); uniprot_variants (0.890),ALAD shows the strongest Open Targets disease associations with porphyria due to ALA dehydratase deficiency (score 0.754) and Acute hepatic porphyria (score 0.723). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000148218,https://mygene.info/v3/gene/210,extracellular region; extracellular space; nucleus; cytosol; secretory granule lumen,True,
YGR267C,ENSP00000419045,2643,GCH1,GTP cyclohydrolase 1,Complement,,,,,,,Complement,10049741,ENSG00000131979,OK,OK,413.0,dystonia 5 (0.841); GTP cyclohydrolase I deficiency with hyperphenylalaninemia (0.816); Hyperphenylalaninemia (0.785),genetic_association (2.629); genetic_literature (2.575),genomics_england (2.846); uniprot_variants (2.754),GCH1 shows the strongest Open Targets disease associations with dystonia 5 (score 0.841) and GTP cyclohydrolase I deficiency with hyperphenylalaninemia (score 0.816). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000131979,https://mygene.info/v3/gene/2643,nucleus; nucleoplasm; cytoplasm; cytosol; cytoplasmic vesicle,True,
YHR069C,ENSP00000361433,23404,EXOSC2,exosome component 2,Complement,,,,,,,Complement,10465791,ENSG00000130713,OK,OK,65.0,retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome (0.640); neurodegenerative disease (0.521); Neurodevelopmental delay (0.118),genetic_association (0.940); affected_pathway (0.857),eva (0.944); crispr_screen (0.857),EXOSC2 shows the strongest Open Targets disease associations with retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome (score 0.640) and neurodegenerative disease (score 0.521). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include eva and crispr_screen.,https://platform.opentargets.org/target/ENSG00000130713,https://mygene.info/v3/gene/23404,nuclear exosome (RNase complex); cytoplasmic exosome (RNase complex); exosome (RNase complex); nucleus; nucleoplasm,True,
YHR143W-A,ENSP00000430106,5440,POLR2K,"polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa",Complement,,,,,,,Complement,7651387,ENSG00000147669,OK,OK,42.0,HIV infection (0.600); acrocephalosyndactyly (0.370); influenza (0.370),affected_pathway (2.203),reactome (2.203),POLR2K shows the strongest Open Targets disease associations with HIV infection (score 0.600) and acrocephalosyndactyly (score 0.370). Evidence is driven primarily by affected_pathway. Top contributing sources include reactome.,https://platform.opentargets.org/target/ENSG00000147669,https://mygene.info/v3/gene/5440,"DNA-directed RNA polymerase complex; fibrillar center; nucleus; nucleoplasm; RNA polymerase II, core complex",True,
YJR007W,ENSP00000256383,1965,EIF2S1,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa",Complement,,,,,,,Complement,9150866,ENSG00000134001,OK,OK,336.0,neurodegenerative disease (0.332); hyperpituitarism (0.298); Nijmegen breakage syndrome (0.076),literature (0.666); affected_pathway (0.543),europepmc (0.666); crispr_screen (0.543),EIF2S1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.332) and hyperpituitarism (score 0.298). Evidence is driven primarily by literature and affected_pathway. Top contributing sources include europepmc and crispr_screen.,https://platform.opentargets.org/target/ENSG00000134001,https://mygene.info/v3/gene/1965,nucleus; cytoplasm; mitochondrion; cytosol; eukaryotic translation initiation factor 2 complex,True,
YOR057W,ENSP00000367208,10910,SUGT1,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)",Complement,,,,,,,Complement,10445024,ENSG00000165416,OK,OK,68.0,neurodegenerative disease (0.530); cancer (0.094); gram-positive bacterial infections (0.093),affected_pathway (0.871); literature (0.792),crispr_screen (0.871); europepmc (0.792),SUGT1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.530) and cancer (score 0.094). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000165416,https://mygene.info/v3/gene/10910,ubiquitin ligase complex; kinetochore; nucleus; cytoplasm; cytosol,True,
YOR335C,ENSP00000261772,16,AARS,alanyl-tRNA synthetase,Complement,,,,,,,Complement,7761427,ENSG00000090861,OK,OK,296.0,"Charcot-Marie-Tooth disease axonal type 2N (0.746); developmental and epileptic encephalopathy, 29 (0.730); Autosomal dominant Charcot-Marie-Tooth disease type 2N (0.683)",genetic_association (2.586); genetic_literature (1.824),uniprot_variants (2.558); uniprot_literature (1.824),"AARS shows the strongest Open Targets disease associations with Charcot-Marie-Tooth disease axonal type 2N (score 0.746) and developmental and epileptic encephalopathy, 29 (score 0.730). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include uniprot_variants and uniprot_literature.",https://platform.opentargets.org/target/ENSG00000090861,https://mygene.info/v3/gene/16,nucleus; cytoplasm; cytosol; membrane; extracellular exosome,True,
YDL097C,ENSP00000261712,5717,PSMD11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",Complement,,,,,,,Complement,12486135,ENSG00000108671,OK,OK,60.0,HIV infection (0.462); neurodegenerative disease (0.388); Short stature (0.333),affected_pathway (1.397); genetic_association (0.547),reactome (0.760); crispr_screen (0.638),PSMD11 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and neurodegenerative disease (score 0.388). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include reactome and crispr_screen.,https://platform.opentargets.org/target/ENSG00000108671,https://mygene.info/v3/gene/5717,proteasome complex; extracellular region; nucleus; nucleoplasm; cytosol,True,
YHR027C,ENSP00000310129,5708,PSMD2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",Complement,,,,,,,Complement,8774743,ENSG00000175166,OK,OK,230.0,HIV infection (0.462); Abnormality of the skeletal system (0.443); atrial fibrillation (0.353),genetic_association (1.305); affected_pathway (0.760),gwas_credible_sets (1.305); reactome (0.760),PSMD2 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and Abnormality of the skeletal system (score 0.443). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and reactome.,https://platform.opentargets.org/target/ENSG00000175166,https://mygene.info/v3/gene/5708,proteasome complex; extracellular region; nucleus; nucleoplasm; cytosol,True,
YAL032C,ENSP00000451129,22938,SNW1,SNW domain containing 1,Complement,,,,Non complement,,Non complement,Complement,15194481,ENSG00000100603,OK,OK,86.0,cancer (0.579); neurodegenerative disease (0.261); chondromalacia (0.076),affected_pathway (1.376); genetic_association (0.124),reactome (0.947); crispr_screen (0.429),SNW1 shows the strongest Open Targets disease associations with cancer (score 0.579) and neurodegenerative disease (score 0.261). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include reactome and crispr_screen.,https://platform.opentargets.org/target/ENSG00000100603,https://mygene.info/v3/gene/22938,nucleus; nucleoplasm; spliceosomal complex; cyclin/CDK positive transcription elongation factor complex; nuclear matrix,True,
YBR002C,ENSP00000353104,79947,DHDDS,dehydrodolichyl diphosphate synthase,Complement,,Non complement,,Non complement,,Non complement,Complement,"12591616, 14652022",ENSG00000117682,OK,OK,445.0,retinitis pigmentosa 59 (0.779); developmental delay and seizures with or without movement abnormalities (0.747); retinitis pigmentosa (0.637),genetic_association (2.445); genetic_literature (2.156),eva (2.620); gene2phenotype (1.824),DHDDS shows the strongest Open Targets disease associations with retinitis pigmentosa 59 (score 0.779) and developmental delay and seizures with or without movement abnormalities (score 0.747). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and gene2phenotype.,https://platform.opentargets.org/target/ENSG00000117682,https://mygene.info/v3/gene/79947,endoplasmic reticulum; endoplasmic reticulum membrane; dehydrodolichyl diphosphate synthase complex,True,
YBR004C,ENSP00000078527,55650,PIGV,"phosphatidylinositol glycan anchor biosynthesis, class V",Complement,,,,Non complement,,Non complement,Complement,15720390,ENSG00000060642,OK,OK,128.0,hyperphosphatasia-intellectual disability syndrome (0.689); Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation (0.503); genetic disorder (0.451),genetic_association (1.578); genetic_literature (1.375),eva (1.635); genomics_england (1.435),PIGV shows the strongest Open Targets disease associations with hyperphosphatasia-intellectual disability syndrome (score 0.689) and Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation (score 0.503). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000060642,https://mygene.info/v3/gene/55650,endoplasmic reticulum; endoplasmic reticulum membrane; mannosyltransferase complex,True,
YDR397C,ENSP00000359295,1810,DR1,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)",Complement,Toxic,,,Non complement,,Non complement,Complement,"10675336, 9023340",ENSG00000117505,OK,OK,129.0,neurodegenerative disease (0.520); gout (0.393); metabolic syndrome (0.303),genetic_association (1.144); affected_pathway (0.855),gwas_credible_sets (1.144); crispr_screen (0.855),DR1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.520) and gout (score 0.393). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000117505,https://mygene.info/v3/gene/1810,nucleus; nucleoplasm; negative cofactor 2 complex; mitotic spindle; RNA polymerase II transcription regulator complex,True,
YER009W,ENSP00000219169,10204,NUTF2,nuclear transport factor 2,Complement,,,,Non complement,,Non complement,Complement,8702493,ENSG00000102898,OK,OK,217.0,malnutrition (0.140); Abnormality of the skeletal system (0.120); head and neck squamous cell carcinoma (0.094),literature (0.772); genetic_association (0.429),europepmc (0.772); gwas_credible_sets (0.429),NUTF2 shows the strongest Open Targets disease associations with malnutrition (score 0.140) and Abnormality of the skeletal system (score 0.120). Evidence is driven primarily by literature and genetic_association. Top contributing sources include europepmc and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000102898,https://mygene.info/v3/gene/10204,nuclear inner membrane; nuclear outer membrane; nuclear pore; nucleoplasm; cytosol,True,
YGL097W,ENSP00000362937,1104,RCC1,regulator of chromosome condensation 1,Complement,,,Non complement,Non complement,,Non complement,Complement,1865879,ENSG00000180198,OK,OK,232.0,neurodegenerative disease (0.338); Myasthenia gravis (0.333); injury (0.264),genetic_association (0.981); affected_pathway (0.555),gwas_credible_sets (0.981); crispr_screen (0.555),RCC1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.338) and Myasthenia gravis (score 0.333). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000180198,https://mygene.info/v3/gene/1104,chromatin; condensed nuclear chromosome; nucleus; nucleoplasm; chromosome,True,
